"","HZ","p_cm","expert","p_cm_val","expert_date","horizon_end_date","horizon_start_date","delay","total_horizon","month","type","reported_cases","score_log","score_bri"
"3726","BUNIA",">=2",14,0,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-1.00000008279037e-10,0
"3727","BUNIA",">=2",12,0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.00000008279037e-10,0
"3728","BUNIA",">=2",4,0.35,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-0.430782915938608,0.35
"3729","BUNIA",">=2",13,0,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-1.00000008279037e-10,0
"3730","BUNIA",">=2",2,0.25,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-0.287682072318448,0.25
"3731","BUNIA",">=2",5,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3732","BUNIA",">=2",11,0.25,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-0.287682072318448,0.25
"3733","BUNIA",">=2",3,0,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-1.00000008279037e-10,0
"3734","BUNIA",">=2",9,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"3735","BUNIA",">=20",3,0,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-1.00000008279037e-10,0
"3736","BUNIA",">=20",2,0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.00000008279037e-10,0
"3737","BUNIA",">=20",12,0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.00000008279037e-10,0
"3738","BUNIA",">=20",1,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3739","BUNIA",">=20",4,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3740","BUNIA",">=20",5,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3741","BUNIA",">=20",8,0,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-1.00000008279037e-10,0
"3742","BUNIA",">=20",9,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"3743","BUNIA",">=20",11,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"3744","BUNIA",">=20",13,0,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-1.00000008279037e-10,0
"3745","BUNIA",">=20",14,0,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-1.00000008279037e-10,0
"3746","BUNIA",">=6",3,0,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-1.00000008279037e-10,0
"3747","BUNIA",">=6",2,0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.00000008279037e-10,0
"3748","BUNIA",">=6",12,0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.00000008279037e-10,0
"3749","BUNIA",">=6",1,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3750","BUNIA",">=6",4,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3751","BUNIA",">=6",5,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3752","BUNIA",">=6",8,0.2,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-0.22314355118921,0.2
"3753","BUNIA",">=6",9,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"3754","BUNIA",">=6",11,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"3755","BUNIA",">=6",13,0,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-1.00000008279037e-10,0
"3756","BUNIA",">=6",14,0,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-1.00000008279037e-10,0
"3757","BUTEMBO",">=10",3,0,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-1.00000008279037e-10,0
"3758","BUTEMBO",">=10",2,0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.00000008279037e-10,0
"3759","BUTEMBO",">=10",12,0.3,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-0.356674943795875,0.3
"3760","BUTEMBO",">=10",1,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3761","BUTEMBO",">=10",4,0.2,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-0.22314355118921,0.2
"3762","BUTEMBO",">=10",5,0.15,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-0.162518929380128,0.15
"3763","BUTEMBO",">=10",8,0.25,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-0.287682072318448,0.25
"3764","BUTEMBO",">=10",9,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"3765","BUTEMBO",">=10",11,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"3766","BUTEMBO",">=10",13,0,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-1.00000008279037e-10,0
"3767","BUTEMBO",">=10",14,0,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-1.00000008279037e-10,0
"3768","BUTEMBO",">=2",1,0.5,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-0.693147180359945,0.5
"3769","BUTEMBO",">=2",3,0.35,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-0.430782915938608,0.35
"3770","BUTEMBO",">=2",2,1,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-23.0258508472001,1
"3771","BUTEMBO",">=2",9,0.6,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-0.916290731624155,0.6
"3772","BUTEMBO",">=2",11,0.6,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-0.916290731624155,0.6
"3773","BUTEMBO",">=2",4,0.95,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-2.99573227155399,0.95
"3774","BUTEMBO",">=2",12,0.95,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-2.99573227155399,0.95
"3775","BUTEMBO",">=2",5,1,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-23.0258508472001,1
"3776","BUTEMBO",">=2",13,0.8,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-1.6094379119341,0.8
"3777","BUTEMBO",">=2",14,0.4,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-0.510825623599324,0.4
"3778","BUTEMBO",">=2",8,0.65,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-1.04982212421296,0.65
"3779","BUTEMBO",">=20",3,0,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-1.00000008279037e-10,0
"3780","BUTEMBO",">=20",2,0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.00000008279037e-10,0
"3781","BUTEMBO",">=20",12,0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.00000008279037e-10,0
"3782","BUTEMBO",">=20",1,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3783","BUTEMBO",">=20",4,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3784","BUTEMBO",">=20",5,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3785","BUTEMBO",">=20",8,0,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-1.00000008279037e-10,0
"3786","BUTEMBO",">=20",9,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"3787","BUTEMBO",">=20",11,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"3788","BUTEMBO",">=20",13,0,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-1.00000008279037e-10,0
"3789","BUTEMBO",">=20",14,0,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-1.00000008279037e-10,0
"3790","BUTEMBO",">=6",3,0,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-1.00000008279037e-10,0
"3791","BUTEMBO",">=6",2,0.25,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-0.287682072318448,0.25
"3792","BUTEMBO",">=6",12,0.6,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-0.916290731624155,0.6
"3793","BUTEMBO",">=6",1,0.1,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-0.105360515546715,0.1
"3794","BUTEMBO",">=6",4,0.75,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.38629436071989,0.75
"3795","BUTEMBO",">=6",5,0.75,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.38629436071989,0.75
"3796","BUTEMBO",">=6",8,0.35,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-0.430782915938608,0.35
"3797","BUTEMBO",">=6",9,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"3798","BUTEMBO",">=6",11,0.15,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-0.162518929380128,0.15
"3799","BUTEMBO",">=6",13,0,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-1.00000008279037e-10,0
"3800","BUTEMBO",">=6",14,0,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-1.00000008279037e-10,0
"3801","GOMA",">=10",3,0,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-1.00000008279037e-10,0
"3802","GOMA",">=10",2,0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.00000008279037e-10,0
"3803","GOMA",">=10",12,0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.00000008279037e-10,0
"3804","GOMA",">=10",1,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3805","GOMA",">=10",4,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3806","GOMA",">=10",5,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3807","GOMA",">=10",8,0,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-1.00000008279037e-10,0
"3808","GOMA",">=10",9,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"3809","GOMA",">=10",11,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"3810","GOMA",">=10",13,0,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-1.00000008279037e-10,0
"3811","GOMA",">=10",14,0,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-1.00000008279037e-10,0
"3812","GOMA",">=2",13,0,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-1.00000008279037e-10,0
"3813","GOMA",">=2",5,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3814","GOMA",">=2",12,0.05,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-0.0512932942822874,0.05
"3815","GOMA",">=2",9,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"3816","GOMA",">=2",1,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3817","GOMA",">=2",2,0.15,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-0.162518929380128,0.15
"3818","GOMA",">=2",14,0,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-1.00000008279037e-10,0
"3819","GOMA",">=2",3,0,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-1.00000008279037e-10,0
"3820","GOMA",">=2",4,0.1,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-0.105360515546715,0.1
"3821","GOMA",">=2",8,0.1,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-0.105360515546715,0.1
"3822","GOMA",">=2",11,0.25,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-0.287682072318448,0.25
"3823","GOMA",">=20",3,0,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-1.00000008279037e-10,0
"3824","GOMA",">=20",2,0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.00000008279037e-10,0
"3825","GOMA",">=20",12,0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.00000008279037e-10,0
"3826","GOMA",">=20",1,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3827","GOMA",">=20",4,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3828","GOMA",">=20",5,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3829","GOMA",">=20",8,0,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-1.00000008279037e-10,0
"3830","GOMA",">=20",9,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"3831","GOMA",">=20",11,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"3832","GOMA",">=20",13,0,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-1.00000008279037e-10,0
"3833","GOMA",">=20",14,0,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-1.00000008279037e-10,0
"3834","GOMA",">=6",3,0,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-1.00000008279037e-10,0
"3835","GOMA",">=6",2,0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.00000008279037e-10,0
"3836","GOMA",">=6",12,0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.00000008279037e-10,0
"3837","GOMA",">=6",1,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3838","GOMA",">=6",4,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3839","GOMA",">=6",5,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3840","GOMA",">=6",8,0,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-1.00000008279037e-10,0
"3841","GOMA",">=6",9,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"3842","GOMA",">=6",11,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"3843","GOMA",">=6",13,0,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-1.00000008279037e-10,0
"3844","GOMA",">=6",14,0,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-1.00000008279037e-10,0
"3845","KALUNGUTA",">=10",3,0,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-1.00000008279037e-10,0
"3846","KALUNGUTA",">=10",2,0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.00000008279037e-10,0
"3847","KALUNGUTA",">=10",12,0.15,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-0.162518929380128,0.15
"3848","KALUNGUTA",">=10",1,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3849","KALUNGUTA",">=10",4,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3850","KALUNGUTA",">=10",5,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3851","KALUNGUTA",">=10",8,0.05,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-0.0512932942822874,0.05
"3852","KALUNGUTA",">=10",9,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"3853","KALUNGUTA",">=10",11,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"3854","KALUNGUTA",">=10",13,0,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-1.00000008279037e-10,0
"3855","KALUNGUTA",">=10",14,0,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-1.00000008279037e-10,0
"3856","KALUNGUTA",">=2",13,0,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-1.00000008279037e-10,0
"3857","KALUNGUTA",">=2",8,0.6,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-0.916290731624155,0.6
"3858","KALUNGUTA",">=2",4,0.75,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.38629436071989,0.75
"3859","KALUNGUTA",">=2",2,1,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-23.0258508472001,1
"3860","KALUNGUTA",">=2",5,0.85,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.89711998421921,0.85
"3861","KALUNGUTA",">=2",1,0.1,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-0.105360515546715,0.1
"3862","KALUNGUTA",">=2",14,0.8,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-1.6094379119341,0.8
"3863","KALUNGUTA",">=2",12,0.8,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.6094379119341,0.8
"3864","KALUNGUTA",">=2",9,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"3865","KALUNGUTA",">=2",3,0.45,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-0.597837000573802,0.45
"3866","KALUNGUTA",">=2",11,0.8,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.6094379119341,0.8
"3867","KALUNGUTA",">=20",3,0,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-1.00000008279037e-10,0
"3868","KALUNGUTA",">=20",2,0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.00000008279037e-10,0
"3869","KALUNGUTA",">=20",12,0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.00000008279037e-10,0
"3870","KALUNGUTA",">=20",1,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3871","KALUNGUTA",">=20",4,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3872","KALUNGUTA",">=20",5,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3873","KALUNGUTA",">=20",8,0,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-1.00000008279037e-10,0
"3874","KALUNGUTA",">=20",9,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"3875","KALUNGUTA",">=20",11,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"3876","KALUNGUTA",">=20",13,0,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-1.00000008279037e-10,0
"3877","KALUNGUTA",">=20",14,0,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-1.00000008279037e-10,0
"3878","KALUNGUTA",">=6",3,0,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-1.00000008279037e-10,0
"3879","KALUNGUTA",">=6",2,0.35,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-0.430782915938608,0.35
"3880","KALUNGUTA",">=6",12,0.4,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-0.510825623599324,0.4
"3881","KALUNGUTA",">=6",1,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3882","KALUNGUTA",">=6",4,0.15,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-0.162518929380128,0.15
"3883","KALUNGUTA",">=6",5,0.3,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-0.356674943795875,0.3
"3884","KALUNGUTA",">=6",8,0.2,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-0.22314355118921,0.2
"3885","KALUNGUTA",">=6",9,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"3886","KALUNGUTA",">=6",11,0.1,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-0.105360515546715,0.1
"3887","KALUNGUTA",">=6",13,0,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-1.00000008279037e-10,0
"3888","KALUNGUTA",">=6",14,0,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-1.00000008279037e-10,0
"3889","KATWA",">=10",3,0,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-1.00000008279037e-10,0
"3890","KATWA",">=10",2,0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.00000008279037e-10,0
"3891","KATWA",">=10",12,0.25,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-0.287682072318448,0.25
"3892","KATWA",">=10",1,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3893","KATWA",">=10",4,0.2,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-0.22314355118921,0.2
"3894","KATWA",">=10",5,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3895","KATWA",">=10",8,0.2,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-0.22314355118921,0.2
"3896","KATWA",">=10",9,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"3897","KATWA",">=10",11,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"3898","KATWA",">=10",13,0,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-1.00000008279037e-10,0
"3899","KATWA",">=10",14,0,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-1.00000008279037e-10,0
"3900","KATWA",">=2",1,0.2,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-0.22314355118921,0.2
"3901","KATWA",">=2",12,0.95,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-2.99573227155399,0.95
"3902","KATWA",">=2",5,0.85,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.89711998421921,0.85
"3903","KATWA",">=2",8,0.75,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-1.38629436071989,0.75
"3904","KATWA",">=2",13,0.8,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-1.6094379119341,0.8
"3905","KATWA",">=2",9,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"3906","KATWA",">=2",11,0.85,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.89711998421921,0.85
"3907","KATWA",">=2",2,1,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-23.0258508472001,1
"3908","KATWA",">=2",3,0.45,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-0.597837000573802,0.45
"3909","KATWA",">=2",4,0.95,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-2.99573227155399,0.95
"3910","KATWA",">=2",14,1,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-23.0258508472001,1
"3911","KATWA",">=20",3,0,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-1.00000008279037e-10,0
"3912","KATWA",">=20",2,0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.00000008279037e-10,0
"3913","KATWA",">=20",12,0,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-1.00000008279037e-10,0
"3914","KATWA",">=20",1,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3915","KATWA",">=20",4,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3916","KATWA",">=20",5,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3917","KATWA",">=20",8,0,2020-01-21,2020-02-29,2020-02-01,11,39,"February_2020","expert",0,-1.00000008279037e-10,0
"3918","KATWA",">=20",9,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"3919","KATWA",">=20",11,0,2020-01-22,2020-02-29,2020-02-01,10,38,"February_2020","expert",0,-1.00000008279037e-10,0
"3920","KATWA",">=20",13,0,2020-01-24,2020-02-29,2020-02-01,8,36,"February_2020","expert",0,-1.00000008279037e-10,0
"3921","KATWA",">=20",14,0,2020-01-28,2020-02-29,2020-02-01,4,32,"February_2020","expert",0,-1.00000008279037e-10,0
"3922","KATWA",">=6",3,0,2020-01-15,2020-02-29,2020-02-01,17,45,"February_2020","expert",0,-1.00000008279037e-10,0
"3923","KATWA",">=6",2,0.05,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-0.0512932942822874,0.05
"3924","KATWA",">=6",12,0.6,2020-01-16,2020-02-29,2020-02-01,16,44,"February_2020","expert",0,-0.916290731624155,0.6
"3925","KATWA",">=6",1,0,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.00000008279037e-10,0
"3926","KATWA",">=6",4,0.65,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-1.04982212421296,0.65
"3927","KATWA",">=6",5,0.35,2020-01-17,2020-02-29,2020-02-01,15,43,"February_2020","expert",0,-0.430782915938608,0.35
