"","HZ","p_cm","expert","p_cm_val","expert_date","horizon_end_date","horizon_start_date","delay","total_horizon","month","type","reported_cases","score_bri","score_log"
"26","ANGO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"27","ANGUMU",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"28","ARIWARA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"29","ARU",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"30","AUNGBA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"31","BAFWAGBOGBO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"32","BAFWASENDE",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"33","BAGIRA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"34","BAMBO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"35","BAMBU",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"36","BANALIA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"37","BASALI",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"38","BASOKO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"39","BENGAMISA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"40","BIENA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"41","BILI",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"42","BINZA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"43","BIRAMBIZO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"44","BIRINGI",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"45","BOGA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"46","BOMA-MANGBETU",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"47","BONDO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"48","BUNIA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"49","BUNYAKIRI",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"50","BUTA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"51","BUTEMBO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",1,1,-23.0258509299405
"52","DAMAS",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"53","DORUMA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"54","DRODRO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"55","DUNGU",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"56","FARADJE",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"57","FATAKI",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"58","FEREKENI",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"59","FIZI",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"60","GANGA DINGILA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"61","GETHY",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"62","GOMBARI",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"63","HAUTS-PLATEAUX",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"64","IBANDA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"65","IDJWI",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"66","ISANGI",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"67","ISIRO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"68","ITEBERO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"69","ITOMBWE",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"70","JIBA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"71","KABAMBARE",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"72","KABARE",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"73","KABONDO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"74","KADUTU",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"75","KAILO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"76","KALEHE",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"77","KALIMA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"78","KALOLE",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"79","KALONGE",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"80","KAMANGO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"81","KAMBALA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"82","KAMITUGA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"83","KAMPENE",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"84","KANIOLA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"85","KARISIMBI",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"86","KASONGO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"87","KATANA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"88","KATOYI",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"89","KATWA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",1,1,-23.0258509299405
"90","KAYNA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"91","KAZIBA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"92","KIBIRIZI",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"93","KIBOMBO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"94","KIBUA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"95","KILO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"96","KIMBI-LULENGE",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"97","KINDU",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"98","KIROTSHE",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"99","KITUTU",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"100","KUNDA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"101","KYONDO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"102","LAYBO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"103","LEMERA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"104","LIKATI",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"105","LINGA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"106","LITA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"107","LOGO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"108","LOLWA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"109","LOWA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"110","LUBERO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"111","LUBUNGA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"112","LUBUTU",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"113","LULINGU",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"114","LUSANGI",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"115","MAHAGI",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"116","MAKISO-KISANGANI",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"117","MAKORO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"118","MANGALA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"119","MANGOBO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"120","MANGUREDJIPA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"121","MASEREKA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"122","MASISI",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"123","MINEMBWE",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"124","MINOVA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"125","MITI-MURHESA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"126","MONGA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"127","MONGBALU",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"128","MUBUMBANO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"129","MULUNGU",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"130","MUSIENENE",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"131","MUTWANGA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"132","MWANA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"133","MWENGA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"134","MWESO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"135","NIA-NIA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"136","NIANGARA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"137","NIZI",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"138","NUNDU",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"139","NYAKUNDE",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"140","NYANGEZI",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"141","NYANTENDE",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"142","NYARAMBE",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"143","NYIRAGONGO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"144","OBOKOTE",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"145","OPALA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"146","OPIENGE",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"147","PANGI",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"148","PAWA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"149","PINGA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"150","POKO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"151","PUNIA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"152","RETHY",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"153","RIMBA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"154","RUNGU",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"155","RUTSHURU",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"156","RUZIZI",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"157","RWAMPARA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"158","RWANGUBA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"159","SAMBA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"160","SARAMABILA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"161","SHABUNDA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"162","TCHOMIA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"163","TITULE",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"164","TSHOPO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"165","TUNDA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"166","UBUNDU",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"167","UVIRA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"168","VIADANA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"169","VUHOVI",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"170","WALIKALE",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"171","WALUNGU",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"172","WAMBA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"173","WANIERUKULA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"174","WATSA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"175","YABAONDO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"176","YAHISULI",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"177","YAHUMA",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"178","YAKUSU",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"179","YALEKO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"180","YALIMBONGO",">=2",1,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"181","ABA",">=2",2,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"182","ADI",">=2",2,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"183","ADJA",">=2",2,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"184","AKETI",">=2",2,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"185","ALIMBONGO",">=2",2,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"186","ALUNGULI",">=2",2,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"187","ANGO",">=2",2,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"188","ANGUMU",">=2",2,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"189","ARIWARA",">=2",2,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"190","ARU",">=2",2,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"191","AUNGBA",">=2",2,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"192","BAFWAGBOGBO",">=2",2,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"193","BAFWASENDE",">=2",2,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"194","BAGIRA",">=2",2,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"195","BAMBO",">=2",2,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"196","BAMBU",">=2",2,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"197","BANALIA",">=2",2,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"198","BASALI",">=2",2,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"199","BASOKO",">=2",2,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"200","BENGAMISA",">=2",2,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"201","BIENA",">=2",2,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"202","BILI",">=2",2,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"203","BINZA",">=2",2,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
"204","BIRAMBIZO",">=2",2,0,2019-12-01,2020-03-31,2019-12-01,0,30,"December_2019","expert",0,0,-1.00000008279037e-10
